path,text
/Users/ganeshmarpuri/development/synthetic_image generation/output/Bradley Hand Bold_94584.png,Deuteroconid cithara squash.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Italic_49819.png,amorphously
/Users/ganeshmarpuri/development/synthetic_image generation/output/AppleGothic_69104.png,festally
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoText-Italic_36336.png,Jobbet liquorish octavalent.
/Users/ganeshmarpuri/development/synthetic_image generation/output/DIN Condensed Bold_52238.png,jek l]e
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Bold_19770.png,adoptious
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS_72938.png,myograph
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trattatello_98733.png,tiremaid
/Users/ganeshmarpuri/development/synthetic_image generation/output/BigCaslon_52390.png,Beatster specula mussitate.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Bold_92935.png,flong
/Users/ganeshmarpuri/development/synthetic_image generation/output/Lao Sangam MN_10581.png,nosonomy
/Users/ganeshmarpuri/development/synthetic_image generation/output/Luminari_24623.png,planetology
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman_53655.png,o:e]eD<xp.*WBDe
/Users/ganeshmarpuri/development/synthetic_image generation/output/Brush Script_82584.png,androcracy
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Italic_60516.png,hyperthyroid
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Italic_97993.png,u?Bx`IBt#g
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Unicode_61247.png,Wicking tracklayer prepositive undercorrect hukbalahap waggly balaam
/Users/ganeshmarpuri/development/synthetic_image generation/output/Chalkduster_13561.png,bacterious
/Users/ganeshmarpuri/development/synthetic_image generation/output/Apple Chancery_69737.png,Cudden centrolinead citrinin zillah!
/Users/ganeshmarpuri/development/synthetic_image generation/output/AppleMyungjo_93518.png,Preperuse unflippant angelize
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Bold Italic_18537.png,demureness
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow_90508.png,Leasing melanophore adjustage nondamnation deprecation.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New_93764.png,Redressible propulsive sabellid awabakal cossidae rostellar amytal!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings 3_58252.png,Lesleya
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings 2_93793.png,Viscerotomy woodwork sonsy sappiness?
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoText_31335.png,d/2C_h3|dp/WlW{
/Users/ganeshmarpuri/development/synthetic_image generation/output/Skia_14833.png,9My2XPRw@
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Bold Italic_18221.png,Promotion limacon yoursel!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Impact_34369.png,Ubs(}<{u#<
/Users/ganeshmarpuri/development/synthetic_image generation/output/Tahoma Bold_68566.png,'@tyG&6ja52n
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial_44843.png,Hydrodictyon create unpondered strubbly nonsanity lancasterian mim
/Users/ganeshmarpuri/development/synthetic_image generation/output/Ayuthaya_85729.png,Rotatively mesnalty part uncrochety browny
/Users/ganeshmarpuri/development/synthetic_image generation/output/Khmer Sangam MN_39927.png,enshade
/Users/ganeshmarpuri/development/synthetic_image generation/output/KefaIII_26007.png,1!Q>5eQ!@Z
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Bold_70222.png,Inebriation rennet mun tundun drillman philadelphus?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Black_16993.png,dowdiness
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Bold Italic_99204.png,Xenophanean purgatorial bitterless.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Comic Sans MS_52368.png,ignorantist
/Users/ganeshmarpuri/development/synthetic_image generation/output/DIN Alternate Bold_13742.png,Salicaceae
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings_88595.png,whorl
/Users/ganeshmarpuri/development/synthetic_image generation/output/Sathu_34569.png,Warted exheredation reapportion raffish euphausiacea.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Bold Italic_18632.png,probuilding
/Users/ganeshmarpuri/development/synthetic_image generation/output/Tahoma_93384.png,Dahoman
/Users/ganeshmarpuri/development/synthetic_image generation/output/PlantagenetCherokee_58272.png,Persuasive excerpt picksman
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Bold_43820.png,K95dqv^og0x
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Bold Italic_40802.png,Switchback tandemize noduled superwise lugsome melitose?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Microsoft Sans Serif_70076.png,hostie
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Bold Italic_95941.png,~p`!<O#k
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Rounded Bold_96873.png,generousness
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Bold_31857.png,Tactite prelegend linotyper lurkingly indwell darkness atmo.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Krungthep_38492.png,pseudofarcy
/Users/ganeshmarpuri/development/synthetic_image generation/output/Andale Mono_63699.png,Kill tricksiness perularia assessionary.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Herculanum_68694.png,"<aX@*9n[M,I"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Comic Sans MS Bold_21333.png,baul
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Italic_34057.png,Pinder acrobates jim ungodliness persic stomium dineric
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana_98779.png,skeeling
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Bold_46176.png,manism
/Users/ganeshmarpuri/development/synthetic_image generation/output/LastResort_58243.png,epenthesize
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralItalic_27927.png,Ineducabilia
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneral_87479.png,shoalness
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoMath_91575.png,+2D@
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralBolIta_88673.png,U:[Ryt[^qt`)^
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXGeneralBol_21391.png,unluckiness
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Unicode_98549.png,maturable
/Users/ganeshmarpuri/development/synthetic_image generation/output/Geneva_93818.png,4{hs72V!JCPMsa
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSMono_19472.png,"tecUs$XvSY""T;Je"
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompact_52195.png,Originary disruption alecup thesmothetae anfracture tolter!
/Users/ganeshmarpuri/development/synthetic_image generation/output/NewYork_57210.png,prattler
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSMonoItalic_67624.png,entoplastral
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNS_47585.png,Tithing volitionate coll swallowling paroxysmally?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Monaco_29975.png,Retrothyroid insee marginella stook diactinal fibrinolysin bonnetman!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Apple Symbols_71506.png,defaultant
/Users/ganeshmarpuri/development/synthetic_image generation/output/NewYorkItalic_34431.png,%Z^~6T}]W?}A2N7
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompactItalic_73127.png,subauditur
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSRounded_14032.png,zif'gT
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFCompactRounded_88358.png,Cosmozoan allotee trabecule adipoid teruyuki?
/Users/ganeshmarpuri/development/synthetic_image generation/output/SFNSItalic_31077.png,Sung upbrace avera itemization jowl
/Users/ganeshmarpuri/development/synthetic_image generation/output/Webdings_99415.png,"%B>u,="
/Users/ganeshmarpuri/development/synthetic_image generation/output/Zapfino_78881.png,"nXB=aC52',o?0p"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Italic_74604.png,|`q2;
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia_52440.png,Impugner turtleback convivially inveteracy!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Bold_60140.png,unallied
/Users/ganeshmarpuri/development/synthetic_image generation/output/Bodoni 72 Smallcaps Book_42719.png,V{<jTW[~%S
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Bold Italic_58348.png,Tucket ponga adaptively succinyl forgivingly
/Users/ganeshmarpuri/development/synthetic_image generation/output/Silom_71262.png,>Ge47_a 
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Italic_30111.png,0j'#Mawy
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman Italic_81912.png,"D<r,M:mOjP"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Bradley Hand Bold_30646.png,sodaless
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Italic_42547.png,"Z|d?cf&E?""6"
/Users/ganeshmarpuri/development/synthetic_image generation/output/AppleGothic_31879.png,Withindoors ostracode castellated dermotropic terrorism quadrifrons
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoText-Italic_62834.png,Hirudinean fluidic unfearfully tympanicity hatty bromamide
/Users/ganeshmarpuri/development/synthetic_image generation/output/DIN Condensed Bold_52333.png,Steel hysteric lactesce!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Bold_89040.png,Fulgoridae
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS_75000.png,streamward
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trattatello_34792.png,Uxorial surfaced truantcy
/Users/ganeshmarpuri/development/synthetic_image generation/output/BigCaslon_96722.png,Sagebrusher repew maria urunday!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Bold_69664.png,geographics
/Users/ganeshmarpuri/development/synthetic_image generation/output/Lao Sangam MN_10109.png,vikinglike
/Users/ganeshmarpuri/development/synthetic_image generation/output/Luminari_61212.png,236bqQ'.H1W
/Users/ganeshmarpuri/development/synthetic_image generation/output/Times New Roman_22334.png,Placus kos cruels harris fife bedfoot
/Users/ganeshmarpuri/development/synthetic_image generation/output/Brush Script_28168.png,-bCQ\+
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Italic_18529.png,5~~nNz
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Italic_65287.png,whipstock
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Unicode_22883.png,Eohippus
/Users/ganeshmarpuri/development/synthetic_image generation/output/Chalkduster_83311.png,gardevin
/Users/ganeshmarpuri/development/synthetic_image generation/output/Apple Chancery_79802.png,Ethnocentric sartorial accost nevermore pictones?
/Users/ganeshmarpuri/development/synthetic_image generation/output/AppleMyungjo_97283.png,Strappable chol dreariment erythrolysis slopely.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow Bold Italic_63324.png,Macropleural diplocardiac nereis morello dozily.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Narrow_60744.png,Conferva
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New_75042.png,nondendroid
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings 3_48310.png,Protohydra
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings 2_61349.png,j&$IOl1 }iz
/Users/ganeshmarpuri/development/synthetic_image generation/output/STIXTwoText_15248.png,Nonelastic unactive comortgagee cedared rive wastrife assentor!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Skia_17031.png,0/K#{~-SrO Q
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Bold Italic_86314.png,paradidymis
/Users/ganeshmarpuri/development/synthetic_image generation/output/Impact_94370.png,angiitis
/Users/ganeshmarpuri/development/synthetic_image generation/output/Tahoma Bold_34379.png,"z@,&S)`-[?]Q/OM"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial_91112.png,Unpromising carbonize genteel primatal ulotrichan raceabout!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Ayuthaya_22977.png,Reassured geoselenic unvoided reimagine tulipflower moiling!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Khmer Sangam MN_69367.png,Disherit wifock inebriant shibah?
/Users/ganeshmarpuri/development/synthetic_image generation/output/KefaIII_50489.png,Pantameter excalation awry!
/Users/ganeshmarpuri/development/synthetic_image generation/output/Trebuchet MS Bold_72477.png,pansinuitis
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Black_58431.png,fu \<U$yi)
/Users/ganeshmarpuri/development/synthetic_image generation/output/Courier New Bold Italic_39763.png,Coopery sienna underfortify pakhpuluk accommodate ooplast
/Users/ganeshmarpuri/development/synthetic_image generation/output/Comic Sans MS_52227.png,kV9@r8#8AK`Cs9V
/Users/ganeshmarpuri/development/synthetic_image generation/output/DIN Alternate Bold_22011.png,Sensuality preimpair chamaenerion?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Wingdings_56289.png,"1|-%36A QU""&"
/Users/ganeshmarpuri/development/synthetic_image generation/output/Sathu_52152.png,Salvifically reemish myoblast satelles?
/Users/ganeshmarpuri/development/synthetic_image generation/output/Arial Bold Italic_95476.png,unofficial
/Users/ganeshmarpuri/development/synthetic_image generation/output/Tahoma_61755.png,Daniel
/Users/ganeshmarpuri/development/synthetic_image generation/output/PlantagenetCherokee_81240.png,Hrz7(5
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Bold_41751.png,Dysphagic chirurgery xenarthra waumle.
/Users/ganeshmarpuri/development/synthetic_image generation/output/Verdana Bold Italic_41814.png,)!Tn]5w
/Users/ganeshmarpuri/development/synthetic_image generation/output/Microsoft Sans Serif_36017.png,Outkitchen serabend viqueen
/Users/ganeshmarpuri/development/synthetic_image generation/output/Georgia Bold Italic_85865.png,Shockingness objurgator aeolotropy cogitantly undesirously.
